MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_SalePrice,pt_SalePrice,AgebySale,GarageAge,RemodAge,bin_BsmtFullBath,bin_BsmtHalfBath,bin_HalfBath,bin_FullBath,bin_KitchenAbvGr,bin_BedroomAbvGr,bin_TotRmsAbvGrd,bin_Fireplaces,bin_GarageCars,TotalBath,bin_TotalBath,log_LotFrontage,log_LotArea,log_MasVnrArea,log_BsmtFinSF2,log_1stFlrSF,log_GrLivArea,log_WoodDeckSF,log_OpenPorchSF,log_ScreenPorch,log_PoolArea,log_MiscVal,has_MasVnr,has_2ndFlr,has_LowQualFin,has_WoodDeck,has_OpenPorch,has_EnclosedPorch,has_3SsnPorch,has_ScreenPorch,has_Pool,has_Bsmt,has_Garage,ind_BsmtFinSF1,ind_BsmtFinSF2,ind_MiscVal,TotalLivArea,TotalFlrSF,TotalPorchSF,log_TotalLivArea,log_TotalFlrSF,log_TotalPorchSF,ord_LotShape,ord_LandSlope,ord_ExterQual,ord_ExterCond,ord_BsmtQual,ord_BsmtCond,ord_BsmtExposure,ord_BsmtFinType1,ord_BsmtFinType2,ord_HeatingQC,ord_Electrical,ord_KitchenQual,ord_Functional,ord_FireplaceQu,ord_GarageFinish,ord_GarageQual,ord_GarageCond,ord_PavedDrive,ord_PoolQC,ord_Fence,bin_LotShape,bin_LandSlope,bin_ExterCond,bin_BsmtCond,bin_HeatingQC,bin_Electrical,bin_Functional,bin_GarageQual,bin_GarageCond,bin_PoolQC,bin_Fence,bin_OverallQual,bin_OverallCond,ordbin_LotShape,ordbin_LandSlope,ordbin_ExterCond,ordbin_BsmtCond,ordbin_HeatingQC,ordbin_Electrical,ordbin_Functional,ordbin_GarageQual,ordbin_GarageCond,ordbin_PoolQC,ordbin_Fence,bin_MSSubClass,bin_Neighborhood,bin_Condition1,bin_Condition2,bin_HouseStyle,bin_RoofStyle,bin_RoofMatl,bin_Exterior1st,bin_Exterior2nd,bin_Foundation,bin_Heating,bin_GarageType,bin_MiscFeature,bin_SaleType,bin_SaleCondition
30,RL,58.0,9098,Pave,No alley access,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,0,180,528,GasA,Ex,Y,SBrkr,605,0,0,605,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,No Garage,,No Garage,0,0,No Garage,No Garage,N,0,0,144,0,0,0,No Pool,No Fence,None,0,7,2007,WD,Normal,86000,11.362102575235644,8.95880583556735,87,87.0,5,1,0,0,0,0,0,1,0,0,2.0,2,4.07753744390572,9.11591979635669,0.0,0.0,6.406879986069314,6.406879986069314,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,953,1133,144,6.860663671448287,7.033506484287697,4.976733742420574,IR1,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,SBrkr,TA,Typ,No Fireplace,No Garage,No Garage,No Garage,N,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,1,4,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,30,Edwards,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,No Garage,None,WD,Normal
20,RL,74.0,32668,Pave,No alley access,IR1,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,None,0.0,Gd,TA,PConc,TA,TA,No,Rec,1219,Unf,0,816,2035,GasA,TA,Y,SBrkr,2515,0,0,2515,1,0,3,0,4,2,TA,9,Maj1,2,TA,Attchd,1975.0,RFn,2,484,TA,TA,Y,0,0,200,0,0,0,No Pool,No Fence,None,0,3,2007,WD,Alloca,200624,12.209187788430318,9.46536373460148,50,32.0,32,1,0,0,1,1,2,5,2,2,4.0,6,4.31748811353631,10.39418189500513,0.0,0.0,7.830425617820331,7.830425617820331,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3734,4550,200,8.225503097566918,8.423102268016642,5.303304908059076,IR1,Gtl,Gd,TA,TA,TA,No,Rec,Unf,TA,SBrkr,TA,Maj1,TA,RFn,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,TA,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,3,0,IR1,Gtl,TA,TA,TA,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,20,Crawfor,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,other,PConc,GasA,Attchd,None,WD,other
80,RL,85.0,10200,Pave,No alley access,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783,Unf,0,678,1461,GasA,Ex,Y,SBrkr,1509,0,0,1509,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988.0,RFn,2,600,TA,TA,Y,224,0,0,0,0,0,No Pool,No Fence,None,0,8,2008,WD,Abnorml,175000,12.072541252905651,9.384909881917935,20,20.0,19,1,0,0,1,0,1,1,1,2,3.0,4,4.454347296253507,9.23024103368252,5.393627546352362,0.0,7.31986492980897,7.31986492980897,5.41610040220442,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2292,2970,0,7.737616282857904,7.9966538754626075,0.0,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,3,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,80,Timber,Norm,Norm,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Attchd,None,WD,Abnorml
70,RM,60.0,6155,Pave,No alley access,IR1,Lvl,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,0,611,611,GasA,Ex,Y,SBrkr,751,611,0,1362,0,0,2,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,1920.0,Fin,2,502,TA,Fa,Y,0,0,84,0,0,0,No Pool,No Fence,None,0,6,2008,WD,Normal,128000,11.759785542901755,9.198952552276351,88,88.0,9,0,0,0,1,0,1,2,0,2,2.0,2,4.110873864173311,8.72518249495877,0.0,0.0,6.62273632394984,7.217443431696533,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1362,1973,84,7.217443431696533,7.587817219993427,4.442651256490317,IR1,Gtl,TA,TA,Fa,Fa,Mn,Unf,Unf,Ex,SBrkr,TA,Typ,No Fireplace,Fin,TA,Fa,Y,No Pool,No Fence,IR1,Gtl,TA,Fa,Ex,SBrkr,Typ,TA,PoFa,No Pool,No Fence,3,5,IR1,Gtl,TA,Fa,Ex,SBrkr,Typ,TA,PoFa,No Pool,No Fence,70,BrkSide,other,other,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,Detchd,None,WD,Normal
20,RL,60.0,7200,Pave,No alley access,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,GasA,Ex,Y,SBrkr,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,1,Po,Detchd,1967.0,Unf,1,392,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,WD,Normal,107500,11.585246126549855,9.094067123497332,55,43.0,3,0,0,0,0,0,0,1,1,1,1.0,0,4.110873864173311,8.881975184248867,0.0,0.0,6.71901315438526,6.71901315438526,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,827,827,0,6.71901315438526,6.71901315438526,0.0,Reg,Gtl,TA,TA,No Basement,No Basement,No Basement,No Basement,No Basement,Ex,SBrkr,TA,Mod,Po,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,NoPo,Ex,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,2,4,Reg,Gtl,TA,NoPo,Ex,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,20,NAmes,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,Slab,GasA,Detchd,None,WD,Normal
20,RL,50.0,5000,Pave,No alley access,Reg,Low,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Fa,Fa,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,GasA,Fa,N,FuseF,334,0,0,334,0,0,1,0,1,1,Fa,2,Typ,0,No Fireplace,No Garage,,No Garage,0,0,No Garage,No Garage,N,0,0,0,0,0,0,No Pool,No Fence,None,0,1,2007,WD,Normal,39300,10.578979797857352,8.473552282577366,61,61.0,57,0,0,0,0,0,0,0,0,0,1.0,0,3.9318256327243257,8.517393171418904,0.0,0.0,5.814130531825066,5.814130531825066,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,334,0,5.814130531825066,5.814130531825066,0.0,Reg,Mod,Fa,Fa,No Basement,No Basement,No Basement,No Basement,No Basement,Fa,FuseF,Fa,Typ,No Fireplace,No Garage,No Garage,No Garage,N,No Pool,No Fence,Reg,MoSe,PoFa,NoPo,PoFa,MiFuPF,Typ,No Garage,No Garage,No Pool,No Fence,0,0,Reg,MoSe,PoFa,NoPo,PoFa,MiFuPF,Typ,No Garage,No Garage,No Pool,No Fence,20,BrkSide,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,Slab,GasA,No Garage,None,WD,Normal
60,RL,74.0,9056,Pave,No alley access,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,707,707,GasA,Ex,Y,SBrkr,707,707,0,1414,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,403,TA,TA,Y,100,35,0,0,0,0,No Pool,No Fence,None,0,10,2006,WD,Normal,178000,12.089538829274222,9.394943741517581,2,2.0,2,0,0,1,1,0,1,2,1,2,2.5,3,4.31748811353631,9.111293218374948,0.0,0.0,6.56244409369372,7.254884810077338,4.61512051684126,3.58351893845611,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1414,2121,35,7.254884810077338,7.660114319173928,3.58351893845611,IR1,Gtl,Gd,TA,Ex,Gd,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,IR1,Gtl,TA,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
190,RL,70.0,7000,Pave,No alley access,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969,Unf,0,148,1117,GasA,TA,Y,SBrkr,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,0,No Fireplace,No Garage,,No Garage,0,0,No Garage,No Garage,N,85,0,148,0,0,0,No Pool,No Fence,None,0,1,2008,WD,Normal,107500,11.585246126549855,9.094067123497332,98,98.0,17,1,0,0,0,0,1,1,0,0,2.0,2,4.2626798770413155,8.853808274977197,0.0,0.0,6.710523109452428,7.206377291472252,4.454347296253507,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,2316,2464,148,7.748028524432376,7.80994708647679,5.003946305945459,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,SBrkr,TA,Typ,No Fireplace,No Garage,No Garage,No Garage,N,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,2,4,Reg,Gtl,TA,TA,TA,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,190,Edwards,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,No Garage,None,WD,Normal
60,RL,57.0,8924,Pave,No alley access,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,880,880,GasA,Ex,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,No Fireplace,Attchd,1998.0,Fin,2,527,TA,TA,Y,120,155,0,0,0,0,No Pool,No Fence,None,0,7,2008,WD,Normal,188000,12.144197241812087,9.427158830304077,10,10.0,9,0,0,1,1,0,1,4,0,2,2.5,3,4.060443010546419,9.09661160664784,0.0,0.0,6.78105762593618,7.45298232946546,4.795790545596741,5.049856007249537,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1724,2604,155,7.45298232946546,7.865187954187467,5.049856007249537,IR1,Gtl,TA,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,No Fireplace,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
20,RL,73.0,12735,Pave,No alley access,IR1,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600,Unf,0,264,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1980.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,No Pool,MnWw,None,0,4,2008,COD,Normal,111250,11.619535200028487,9.1147354286249,36,28.0,36,0,0,0,0,0,1,1,0,2,1.0,0,4.30406509320417,9.452187908084165,0.0,0.0,6.762729506931879,6.762729506931879,5.37989735354046,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1464,1728,0,7.289610521451167,7.455298485683291,0.0,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,MnWw,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,1,2,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,20,NAmes,Norm,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Detchd,None,COD,Normal
20,RL,71.0,11553,Pave,No alley access,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673,Unf,0,378,1051,GasA,TA,Y,SBrkr,1159,0,0,1159,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1968.0,Unf,1,336,TA,TA,Y,466,0,0,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Normal,158000,11.970350312009105,9.324428344334551,38,38.0,38,0,0,1,0,0,1,3,1,1,1.5,1,4.276666119016055,9.354786976341211,5.241747015059643,0.0,7.05617528410041,7.05617528410041,6.1463292576688975,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1832,2210,0,7.513709247839705,7.701200180857446,0.0,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,Fa,Unf,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,2,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,20,Sawyer,Norm,Norm,1Story,Hip,CompShg,Plywood,Plywood,CBlock,GasA,Attchd,None,WD,Normal
20,RL,70.0,11423,Pave,No alley access,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358,Unf,0,223,1581,GasA,Ex,Y,SBrkr,1601,0,0,1601,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,670,TA,TA,Y,180,0,0,0,0,0,No Pool,MnPrv,Shed,2000,5,2010,WD,Normal,272000,12.513557345278134,9.642853852439371,9,9.0,8,1,0,0,1,0,1,2,1,2,3.0,4,4.2626798770413155,9.343471684579365,6.173786103901937,0.0,7.379008127628304,7.379008127628304,5.198497031265826,0.0,0.0,0.0,7.601402334583733,1,0,0,1,0,0,0,0,0,1,1,1,0,1,2959,3182,0,7.992944547318106,8.065579427282092,0.0,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,No Pool,MnPrv,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,5,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,20,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,Shed,WD,Normal
20,RL,85.0,14601,Pave,No alley access,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260,Unf,0,578,1838,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,765,TA,TA,Y,270,68,0,0,0,0,No Pool,No Fence,None,0,3,2009,WD,Normal,315000,12.66032791780777,9.7276030726293,3,3.0,3,1,0,0,1,0,0,4,1,3,3.0,4,4.454347296253507,9.58891378461603,6.371611847231857,0.0,7.516977224604321,7.516977224604321,5.602118820879701,4.23410650459726,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,3098,3676,68,8.038834757787749,8.209852481301272,4.23410650459726,Reg,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,6,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,Timber,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
60,RL,91.0,11000,Pave,No alley access,Reg,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,969,969,GasA,Ex,Y,SBrkr,997,1288,0,2285,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,3,648,TA,TA,Y,0,56,0,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Normal,248000,12.421184025147118,9.589236134030534,7,7.0,7,0,0,1,1,0,2,4,1,3,2.5,3,4.5217885770490405,9.305741456739435,4.290459441148391,0.0,6.905753276311464,7.734558844354756,0.0,4.04305126783455,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2285,3254,56,7.734558844354756,8.08794755464267,4.04305126783455,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,NoRidge,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,BuiltIn,None,WD,Normal
20,RL,78.0,10140,Pave,No alley access,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144,GLQ,1127,379,1650,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,2,583,TA,TA,Y,78,73,0,0,0,0,No Pool,No Fence,None,0,6,2009,WD,Normal,213250,12.270220465353926,9.501143501026355,11,11.0,10,1,0,0,1,0,1,3,1,2,3.0,4,4.3694478524670215,9.224341891611996,0.0,7.028201432058005,7.427144133408616,7.427144133408616,4.3694478524670215,4.30406509320417,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,2951,3330,73,7.990238185720363,8.11102783819368,4.30406509320417,Reg,Gtl,Gd,TA,Ex,TA,No,LwQ,GLQ,Ex,SBrkr,Gd,Maj1,TA,Fin,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,4,2,Reg,Gtl,TA,TA,Ex,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,20,NWAmes,RRAn,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
120,RH,34.0,4058,Pave,No alley access,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,584,LwQ,139,0,723,GasA,Ex,Y,SBrkr,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,No Fireplace,Attchd,1998.0,Fin,1,367,TA,TA,Y,120,40,0,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Normal,133000,11.79810440720389,9.221872678320528,9,9.0,9,1,0,0,0,0,0,0,0,1,2.0,2,3.5553480614894135,8.308691916838898,5.209486152841421,4.941642422609304,6.643789733147672,6.643789733147672,4.795790545596741,3.713572066704308,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1490,1490,40,7.307202314764738,7.307202314764738,3.713572066704308,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,LwQ,Ex,SBrkr,TA,Typ,No Fireplace,Fin,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,120,NAmes,Norm,Norm,SFoyer,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Attchd,None,WD,Normal
60,RL,58.0,17104,Pave,No alley access,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554,Unf,0,100,654,GasA,Ex,Y,SBrkr,664,832,0,1496,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,426,TA,TA,Y,100,24,0,0,0,0,No Pool,No Fence,None,0,9,2006,New,Partial,179665,12.09884928474215,9.40043665457401,0,0.0,0,1,0,1,1,0,1,3,1,2,3.5,5,4.07753744390572,9.747126097411705,0.0,0.0,6.499787040655854,7.311218384419629,4.61512051684126,3.2188758248682006,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,2050,2150,24,7.62608275807238,7.67368812926773,3.2188758248682006,IR1,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,IR1,Gtl,TA,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,New,Partial
50,RL,80.0,13837,Pave,No alley access,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002,LwQ,202,0,1204,GasA,Gd,Y,SBrkr,1377,806,0,2183,0,0,2,1,4,1,Gd,9,Typ,0,No Fireplace,Attchd,1988.0,Unf,3,786,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,None,0,2,2006,WD,Normal,229000,12.341477282536376,9.542796699107392,18,18.0,18,0,0,1,1,0,2,5,0,3,2.5,3,4.394449154672439,9.535173710058757,5.187385805840755,5.313205979041787,7.228388451573604,7.688913336864796,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,3387,3387,0,8.127995055771946,8.127995055771946,0.0,IR1,Gtl,Gd,Gd,Gd,Gd,No,GLQ,LwQ,Gd,SBrkr,Gd,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,IR1,Gtl,GdEx,Gd,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,IR1,Gtl,GdEx,Gd,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,50,NWAmes,Norm,Norm,1.5Fin,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Attchd,None,WD,Normal
