bin_MSSubClass,MSZoning,Street,Alley,LandContour,LotConfig,bin_Neighborhood,bin_Condition1,bin_Condition2,BldgType,bin_HouseStyle,bin_RoofStyle,bin_RoofMatl,bin_Exterior1st,bin_Exterior2nd,MasVnrType,bin_Foundation,bin_Heating,CentralAir,bin_GarageType,bin_MiscFeature,bin_SaleType,bin_SaleCondition,has_MasVnr,has_2ndFlr,has_LowQualFin,has_WoodDeck,has_OpenPorch,has_EnclosedPorch,has_3SsnPorch,has_ScreenPorch,has_Pool,has_Bsmt,has_Garage,ind_BsmtFinSF1,ind_BsmtFinSF2,ind_MiscVal,ordbin_LotShape,ordbin_LandSlope,ordbin_ExterCond,ordbin_BsmtCond,ordbin_HeatingQC,ordbin_Electrical,ordbin_Functional,ordbin_GarageQual,ordbin_GarageCond,ordbin_PoolQC,ordbin_Fence,ord_ExterQual,ord_BsmtQual,ord_BsmtExposure,ord_BsmtFinType1,ord_BsmtFinType2,ord_KitchenQual,ord_FireplaceQu,ord_GarageFinish,ord_PavedDrive,bin_OverallQual,bin_OverallCond,bin_BsmtFullBath,bin_BsmtHalfBath,bin_FullBath,bin_HalfBath,bin_BedroomAbvGr,bin_KitchenAbvGr,bin_TotRmsAbvGrd,bin_Fireplaces,bin_GarageCars,bin_TotalBath,AgebySale,GarageAge,RemodAge,log_LotFrontage,log_LotArea,log_MasVnrArea,BsmtFinSF1,log_BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,log_1stFlrSF,2ndFlrSF,LowQualFinSF,log_GrLivArea,GarageArea,log_WoodDeckSF,log_OpenPorchSF,EnclosedPorch,3SsnPorch,log_ScreenPorch,log_PoolArea,log_MiscVal,log_TotalLivArea,log_TotalFlrSF,log_TotalPorchSF,SalePrice,log_SalePrice
50,RL,Pave,No alley access,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,1,0,0,0,0,0,1,0,1,1,1,0,0,Reg,Gtl,TA,TA,Gd,SBrkr,Min2,TA,TA,No Pool,No Fence,TA,TA,No,LwQ,Unf,TA,Gd,Unf,Y,2,1,0,0,0,1,1,0,4,1,1,1,60,60.0,1,4.110873864173311,9.342245442856122,0.0,292,0.0,476,768,7.046647277848756,568,0,7.448333860897476,281,0.0,0.0,0,0,5.081404364984463,0.0,0.0,7.605392364814935,7.818027938530729,5.081404364984463,131000,11.782952602183288
60,RL,Pave,No alley access,Lvl,Corner,NWAmes,other,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,1,0,0,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,ALQ,Unf,Gd,TA,Fin,Y,4,4,1,0,1,1,1,0,5,1,2,5,29,29.0,12,4.394449154672439,9.720765915720834,3.5553480614894135,795,0.0,0,795,7.292337176173877,795,0,7.724888439323074,539,0.0,5.5254529391317835,0,0,0.0,0.0,0.0,8.025843344150903,8.025843344150903,5.5254529391317835,235000,12.367340793126296
20,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,GLQ,Unf,TA,Gd,Fin,Y,3,2,1,0,0,0,1,0,3,2,2,2,56,56.0,56,4.394449154672439,9.169622538697624,5.476463551931511,1285,0.0,131,1416,7.405495663199472,0,0,7.405495663199472,418,4.709530201312334,0.0,0,0,0.0,0.0,0.0,7.982757702011113,8.026496938945412,0.0,167000,12.025749091398891
80,RL,Pave,No alley access,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,0,0,1,0,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,GdPrv,TA,TA,Av,GLQ,Unf,TA,No Fireplace,Unf,Y,3,3,1,0,0,0,1,0,2,0,2,2,22,22.0,22,3.6375861597263857,8.97941663334301,0.0,819,0.0,184,1003,6.911747300251674,0,0,6.911747300251674,588,4.795790545596741,0.0,0,0,0.0,0.0,0.0,7.508238774678663,7.604396348796338,0.0,142500,11.867097278690842
50,RM,Pave,No alley access,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,FuseA,Typ,TA,TA,No Pool,MnPrv,TA,TA,No,BLQ,Unf,TA,No Fireplace,Unf,Y,2,2,0,0,0,1,2,0,2,0,1,1,57,57.0,57,4.330733340286331,9.525953709356655,0.0,420,0.0,490,910,6.814542897259958,648,0,7.351799869057777,282,5.66988092298052,0.0,0,0,0.0,0.0,0.0,7.590346945602565,7.81156848934518,0.0,152000,11.931635799828413
60,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Detchd,None,WD,Normal,1,1,0,0,1,0,0,1,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,BLQ,Unf,Gd,TA,RFn,Y,4,2,0,0,1,1,1,0,3,1,2,3,10,10.0,9,4.204692619390966,8.909235279192261,7.3783837129967145,649,0.0,326,975,6.883462586413092,975,0,7.576097340623111,576,0.0,2.3978952727983707,0,0,5.293304824724492,0.0,0.0,7.8632667240095735,7.98139158158007,5.342334251964811,239000,12.384218830913648
60,RL,Pave,No alley access,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,other,CompShg,HdBoard,other,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,0,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,TA,No,ALQ,Rec,TA,Gd,Unf,Y,3,3,0,1,0,1,1,0,3,1,2,3,39,39.0,39,4.51085950651685,9.367429587218957,5.902633333401366,384,5.170483995038151,143,702,6.948897222313312,702,0,7.463936604468925,539,5.41610040220442,0.0,0,0,0.0,0.0,0.0,7.741967899820685,7.802209316247118,0.0,175000,12.072541252905651
20,RL,Pave,No alley access,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,None,WD,Family,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Reg,Gtl,GdEx,TA,Ex,SBrkr,Typ,TA,TA,No Pool,GdPrv,TA,TA,No,Unf,Unf,Gd,Gd,Unf,Y,3,5,0,1,0,0,1,0,2,1,1,1,59,59.0,5,4.394449154672439,9.546884034617925,0.0,0,0.0,1092,1092,7.050122520269059,0,0,7.050122520269059,300,0.0,3.6109179126442243,0,0,0.0,0.0,0.0,7.050122520269059,7.716460800176355,3.6109179126442243,158500,11.973509872299472
190,RL,Pave,No alley access,Lvl,Corner,Crawfor,Norm,Norm,2fmCon,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,0,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,Mn,BLQ,Unf,TA,Gd,Unf,Y,2,2,1,0,0,0,0,0,1,2,1,2,53,53.0,53,4.51085950651685,9.664659134301736,4.04305126783455,841,0.0,324,1165,7.198183577101943,0,0,7.198183577101943,375,0.0,0.0,0,0,0.0,0.0,0.0,7.686162303492906,7.824845691026856,0.0,157000,11.964001084330445
60,RL,Pave,No alley access,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,None,WD,Normal,0,1,0,1,1,0,0,0,0,1,1,1,0,0,IR23,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,TA,Fin,Y,5,2,0,0,1,1,2,0,5,1,2,3,9,9.0,8,4.204692619390966,9.694431800539537,0.0,281,0.0,747,1028,7.099201743553092,1242,0,7.8050670442584895,683,5.342334251964811,3.9318256327243257,0,0,0.0,0.0,0.0,7.913521017283895,8.15507488781144,3.9318256327243257,267000,12.495003937382387
20,RL,Pave,No alley access,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,0,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,Unf,Unf,Gd,TA,RFn,Y,4,2,0,0,1,0,1,0,2,1,3,2,5,5.0,4,4.77912349311153,9.525516008736886,5.017279836814924,0,0.0,1541,1541,7.340835554123275,0,0,7.340835554123275,843,6.150602768446279,4.406719247264253,0,0,0.0,0.0,0.0,7.340835554123275,8.03365842788615,4.406719247264253,205000,12.230765258120545
20,RL,Pave,No alley access,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,WD,Abnorml,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,TA,TA,No,ALQ,Unf,TA,No Fireplace,Unf,Y,2,4,1,0,0,0,1,0,1,0,2,2,34,31.0,34,4.2626798770413155,9.19023970026918,0.0,894,0.0,0,894,6.796823718274855,0,0,6.796823718274855,552,5.54907608489522,0.0,0,0,0.0,0.0,0.0,7.489412083508719,7.489412083508719,0.0,149900,11.917723684090689
75,RM,Pave,No alley access,Lvl,Inside,OldTown,Norm,Norm,1Fam,other,Gable,CompShg,CemntBd,CmentBd,None,BrkTil,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,Gd,Ex,Unf,Y,4,6,0,0,1,0,1,0,5,1,3,4,128,5.0,6,4.477336814478207,9.819399172153842,0.0,0,0.0,1470,1470,7.424165281042028,1818,0,8.158802490694002,870,5.713732805509369,0.0,0,0,0.0,0.0,0.0,8.158802490694002,8.509967146324497,0.0,295000,12.594730635321957
20,RL,Pave,No alley access,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,No Fireplace,Fin,Y,5,2,1,0,1,0,1,0,4,0,3,4,3,3.0,2,4.394449154672439,9.248310303227811,5.5093883366279774,1464,0.0,536,2000,7.601402334583733,0,0,7.601402334583733,888,5.1298987149230735,0.0,0,0,0.0,0.0,0.0,8.150467911624004,8.294299608857235,0.0,305900,12.631013530138995
60,RL,Pave,No alley access,Lvl,Inside,SawyerW,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,1,1,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,ALQ,Unf,Gd,TA,RFn,Y,4,2,1,0,1,1,2,0,4,1,3,5,17,17.0,16,4.762173934797756,9.508591395777199,5.5093883366279774,700,0.0,0,700,7.023758954738443,1121,0,7.716015266642587,746,4.852030263919617,3.8066624897703196,224,0,0.0,0.0,0.0,7.987524479848767,7.987524479848767,5.594711379601839,225000,12.323855681186558
50,RM,Pave,Grvl,Lvl,Inside,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,No Garage,None,WD,Normal,0,1,0,0,1,0,0,0,0,1,0,0,0,0,IR1,Gtl,PoFa,TA,TA,FuseA,Typ,No Garage,No Garage,No Pool,MnPrv,TA,TA,No,Unf,Unf,Fa,No Fireplace,No Garage,N,3,4,0,0,0,0,1,0,2,0,0,0,88,88.0,58,4.110873864173311,8.97727273946428,0.0,0,0.0,319,319,6.943122422819428,371,0,7.249215057114389,0,0.0,4.976733742420574,0,0,0.0,0.0,0.0,7.249215057114389,7.453561871643373,4.976733742420574,89500,11.401993904262946
30,RL,Pave,No alley access,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,0,0,1,0,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,BLQ,Unf,TA,No Fireplace,Unf,Y,1,2,0,0,0,0,0,0,0,0,2,0,69,48.0,59,4.197201947661808,9.42084437974393,0.0,262,0.0,599,861,6.759255270663693,0,0,6.759255270663693,539,5.0689042022202315,0.0,0,0,0.0,0.0,0.0,7.024649030453636,7.45182223652793,0.0,82500,11.320553572322773
20,RL,Pave,No alley access,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,0,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Ex,Gd,GLQ,Unf,Ex,Ex,Fin,Y,6,2,1,0,1,0,1,0,4,2,3,4,3,3.0,2,4.51085950651685,9.42375676753181,0.0,1274,0.0,622,1896,7.573017256052546,0,0,7.573017256052546,708,5.342334251964811,5.170483995038151,0,0,0.0,0.0,0.0,8.076826031298808,8.253488028345904,5.170483995038151,360000,12.793859310432293
60,RL,Pave,No alley access,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Gd,No,ALQ,Unf,Gd,TA,Fin,Y,3,2,0,0,1,1,1,0,2,1,2,3,13,13.0,12,4.189654742026425,8.94715577112479,4.727387818712341,518,0.0,179,697,6.548219102762372,804,0,7.31455283232408,420,5.25227342804663,4.1588830833596715,0,0,0.0,0.0,0.0,7.61085279039525,7.695757990554761,4.1588830833596715,165600,12.017330520933296
20,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,GdEx,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,ALQ,Unf,TA,Gd,Unf,Y,3,3,1,0,0,0,0,0,1,1,1,2,61,61.0,7,3.9318256327243257,8.987321812850125,0.0,680,0.0,292,972,6.880384082186005,0,0,6.880384082186005,240,0.0,0.0,0,0,0.0,0.0,0.0,7.410347097821024,7.573017256052546,0.0,132000,11.790557201568507
190,RM,Pave,No alley access,Lvl,Inside,OldTown,Artery,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,1,0,0,0,0,0,1,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnPrv,TA,Gd,Mn,Rec,Unf,TA,Gd,Unf,Y,2,4,1,0,0,0,1,0,1,1,2,2,67,67.0,56,4.189654742026425,8.962007209588313,0.0,507,0.0,286,793,6.677083461247136,325,0,7.020190708311925,410,0.0,0.0,0,0,5.605802066295998,0.0,0.0,7.3938782901077555,7.555905093611346,5.605802066295998,119900,11.694413341015606
20,RL,Pave,No alley access,Low,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasW,Y,Attchd,None,WD,Normal,0,0,0,0,0,0,0,0,0,1,1,1,1,0,IR23,MoSe,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Gd,Gd,ALQ,Rec,TA,Gd,RFn,Y,4,2,1,0,1,0,1,0,4,2,2,6,44,44.0,44,5.017279836814924,12.279536839074337,0.0,1236,6.710523109452428,80,2136,7.619233416226805,0,0,7.619233416226805,513,0.0,0.0,0,0,0.0,0.0,0.0,8.317033476492403,8.336390480591552,0.0,375000,12.834681304952548
70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,Detchd,None,WD,Normal,0,1,0,0,0,1,0,0,0,1,1,1,0,0,Reg,Gtl,TA,Gd,Ex,SBrkr,Typ,PoFa,TA,No Pool,No Fence,TA,TA,No,LwQ,Unf,Ex,Gd,Unf,Y,4,4,0,1,0,1,1,0,2,1,2,2,81,81.0,16,4.110873864173311,9.169622538697624,0.0,16,0.0,712,728,6.725033642166843,809,0,7.403670290012373,546,0.0,0.0,234,0,0.0,0.0,0.0,7.4133673356952405,7.7706452341291765,5.459585514144159,178000,12.089538829274222
60,RL,Pave,No alley access,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,Gd,Fin,Y,4,2,1,0,1,1,1,0,2,1,2,5,5,5.0,4,4.276666119016055,8.961366060627451,0.0,425,0.0,291,716,6.57507584059962,716,0,7.267525427828172,432,4.61512051684126,3.9512437185814275,0,0,0.0,0.0,0.0,7.527255919373784,7.67275789664251,3.9512437185814275,188500,12.146853285870202
60,RL,Pave,No alley access,Lvl,Corner,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,GdPrv,Gd,Gd,No,GLQ,Unf,Ex,TA,RFn,Y,4,4,1,0,1,1,2,0,5,1,2,5,29,26.0,29,4.553876891600541,9.473166068429098,5.631211781821365,692,0.0,153,845,7.050989447068045,1200,0,7.763871287820222,484,5.666426688112432,5.278114659230517,0,0,0.0,0.0,0.0,8.021584533455107,8.070593539949519,5.278114659230517,260000,12.468436909997665
60,FV,Pave,No alley access,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,1,0,0,0,0,1,1,0,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Av,Unf,Unf,Gd,Gd,RFn,Y,5,2,0,0,1,1,1,0,4,1,3,3,1,1.0,1,4.330733340286331,9.105090961257085,0.0,0,0.0,1088,1088,6.9930151229329605,871,0,7.580699752224563,1025,5.342334251964811,3.8501476017100584,0,0,0.0,0.0,0.0,7.580699752224563,8.022240916806537,3.8501476017100584,270000,12.506177237980511
60,RL,Pave,No alley access,Low,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,1,1,0,0,0,1,1,1,0,0,Reg,MoSe,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Gd,GLQ,Unf,Gd,TA,RFn,Y,4,2,1,0,1,1,2,0,5,1,3,5,16,16.0,16,4.51085950651685,9.200391041122515,5.54907608489522,987,0.0,360,1347,7.224753405767971,1274,0,7.881182202227102,656,5.831882477283517,4.110873864173311,144,0,0.0,0.0,0.0,8.198089248956116,8.29254851397576,5.3230099791384085,260000,12.468436909997665
80,RL,Pave,No alley access,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Gd,Av,GLQ,Unf,TA,TA,Unf,Y,4,2,1,0,1,0,1,0,2,2,2,4,29,29.0,29,4.394449154672439,9.55506418479516,5.420534999272286,1036,0.0,336,1372,7.29505641646263,0,0,7.29505641646263,588,5.455321115357702,3.8918202981106265,0,0,0.0,0.0,0.0,7.827639546366422,7.953318346560431,3.8918202981106265,187500,12.141534124392603
60,RL,Pave,No alley access,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,None,New,Partial,1,1,0,1,1,0,0,0,0,1,1,0,0,0,Reg,Gtl,TA,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Ex,Av,Unf,Unf,Gd,No Fireplace,RFn,Y,6,2,0,0,1,1,2,0,5,0,3,5,0,0.0,0,4.718498871295094,9.696463383101802,5.916202062607435,0,0.0,1249,1249,7.1308988302963465,1347,0,7.862112211662748,840,5.484796933490655,5.043425116919247,0,0,0.0,0.0,0.0,7.862112211662748,8.254788926148725,5.043425116919247,342643,12.7444443677961
60,RL,Pave,No alley access,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Ex,Av,GLQ,Unf,Gd,Gd,Fin,Y,5,2,1,0,1,1,2,0,5,1,3,5,3,3.0,3,4.605170185988092,9.400960731584833,5.963579343618446,970,0.0,166,1136,7.036148493750536,1332,0,7.81156848934518,872,5.220355825078324,5.043425116919247,0,0,0.0,0.0,0.0,8.142936010432265,8.190077049719049,5.043425116919247,354000,12.777052192115912
60,RL,Pave,No alley access,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,1,1,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,Gd,TA,Gd,LwQ,ALQ,Gd,TA,Fin,Y,4,2,1,0,1,1,2,0,4,1,2,5,21,20.0,20,4.465908118654584,9.247732491193245,5.153291594497779,28,7.29641326877392,0,1502,7.348587530927593,1177,0,7.912423121473705,576,5.308267697401205,4.574710978503383,0,0,0.0,0.0,0.0,8.350666240520924,8.350666240520924,4.574710978503383,301000,12.614865543731012
20,RM,Pave,No alley access,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,GdEx,TA,Ex,SBrkr,Typ,PoFa,TA,No Pool,No Fence,TA,TA,No,ALQ,Unf,TA,No Fireplace,Unf,Y,0,5,1,0,0,0,1,0,2,0,1,2,51,51.0,1,3.912023005428146,8.669227347271736,0.0,256,0.0,906,1162,7.059617628291383,0,0,7.059617628291383,220,4.962844630259907,4.59511985013459,0,0,0.0,0.0,0.0,7.258412150595307,7.75190533307861,4.59511985013459,126175,11.745425111208464
80,RL,Pave,No alley access,Lvl,Corner,NAmes,PosN,Norm,1Fam,SLvl,other,other,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,BuiltIn,None,WD,Normal,1,1,0,1,0,0,0,0,0,1,1,0,0,0,Reg,Gtl,GdEx,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,Unf,Unf,Gd,Gd,Fin,Y,4,4,0,0,1,1,2,0,5,1,2,3,43,49.0,3,4.574710978503383,9.330431852234003,5.707110264748875,0,0.0,710,710,7.549082710812286,1080,0,7.999342952713282,564,5.484796933490655,0.0,0,0,0.0,0.0,0.0,7.999342952713282,8.213110697596676,0.0,242000,12.396693005138824
other,RM,Pave,No alley access,Lvl,Inside,IDOTRR,other,Norm,1Fam,other,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,Detchd,None,WD,Normal,0,0,0,0,0,1,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,PoFa,MiFuPF,Typ,TA,TA,No Pool,No Fence,TA,TA,Av,BLQ,Unf,TA,No Fireplace,Unf,Y,2,3,0,0,0,0,0,0,1,0,2,0,66,66.0,57,3.9318256327243257,8.517393171418904,0.0,116,0.0,604,720,6.6895992691789665,0,0,6.6895992691789665,360,0.0,0.0,244,0,0.0,0.0,0.0,6.824373670043086,7.329093736246592,5.501258210544727,87000,11.37366339763672
120,RL,Pave,No alley access,Lvl,CulDSac,other,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,Attchd,None,other,Normal,0,0,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Gd,GLQ,Unf,Gd,Gd,Fin,Y,5,2,1,0,0,1,0,0,2,2,2,5,15,15.0,15,3.4965075614664802,9.291643823040218,0.0,1619,0.0,100,1719,7.450079569807499,0,0,7.450079569807499,473,4.812184355372417,3.4339872044851463,0,0,0.0,0.0,0.0,8.113426639943654,8.142936010432265,3.4339872044851463,324000,12.688498794774466
20,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,0,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Rec,Unf,TA,No Fireplace,RFn,Y,3,2,0,0,0,1,1,0,3,0,1,1,46,46.0,46,4.394449154672439,9.358846580275406,5.170483995038151,565,0.0,818,1383,7.232733136177615,0,0,7.232733136177615,292,0.0,3.828641396489095,0,0,0.0,0.0,0.0,7.575071699507561,7.925518979786926,3.828641396489095,145250,11.886211674714158
